property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,ambience creacions,sector 22,3.99,12913.0,3090.0,Super Built up area 3090(287.07 sq.m.),3.0,5.0,3+,3.0,,New Property,3090.0,,,0.0,1.0,0.0,0.0,0.0,2.0,102.0,1030.0
flat,pivotal devaan,sector 84,0.3,6667.0,450.0,Carpet area: 450 (41.81 sq.m.),1.0,1.0,1,14.0,,New Property,,,450.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,450.0
flat,supertech araville,sector 79,0.83,5425.0,1530.0,Carpet area: 1530 (142.14 sq.m.),2.0,2.0,3,5.0,North-East,New Property,,,1530.0,1.0,0.0,0.0,0.0,0.0,2.0,49.0,765.0
house,independent,sector 9,4.5,14286.0,3150.0,Plot area 14(354.1 sq.m.),9.0,9.0,3+,3.0,,Relatively New,,14.0,,1.0,0.0,0.0,1.0,1.0,1.0,38.0,350.0
flat,pivotal devaan,sector 84,0.35,7246.0,483.0,Carpet area: 483 (44.87 sq.m.),2.0,2.0,2,4.0,East,Relatively New,,,483.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,241.5
flat,ats marigold,sector 89,1.85,8605.0,2150.0,Super Built up area 2150(199.74 sq.m.),3.0,3.0,3+,12.0,South-West,New Property,2150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,37.0,716.6666666666666
flat,smart world orchard,sector 61,1.6,13913.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2.0,2.0,2,4.0,,Under Construction,,,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,575.0
flat,antriksh heights,sector 84,0.79,4580.0,1725.0,Super Built up area 1725(160.26 sq.m.),3.0,3.0,3+,8.0,West,New Property,1725.0,,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,575.0
flat,avl 36 gurgaon,sector 36,0.65,8953.0,726.0,Super Built up area 726(67.45 sq.m.),2.0,2.0,2,7.0,,Relatively New,726.0,,,0.0,0.0,0.0,0.0,0.0,0.0,89.0,363.0
flat,ompee k s residency,sector 110,1.6,2993.0,5346.0,Carpet area: 66 (55.18 sq.m.),2.0,2.0,2,1.0,,Relatively New,,,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2673.0
flat,ss the leaf,sector 85,2.0,11869.0,1685.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3.0,4.0,3,5.0,West,Relatively New,2408.0,,1685.0,0.0,1.0,0.0,0.0,0.0,0.0,156.0,561.6666666666666
house,independent,sector 9,0.5,6083.0,822.0,Built Up area: 822 (76.37 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),3.0,2.0,1,1.0,,Undefined,,822.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0
flat,ats marigold,sector 89,1.5,8571.0,1750.0,Carpet area: 1750 (162.58 sq.m.),3.0,3.0,3,2.0,,New Property,,,1750.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,583.3333333333334
flat,dlf new town heights,sector 90,1.51,6387.0,2364.0,Super Built up area 2364(219.62 sq.m.)Built Up area: 2362 sq.ft. (219.44 sq.m.)Carpet area: 2360 sq.ft. (219.25 sq.m.),4.0,4.0,3+,6.0,South,Relatively New,2364.0,2362.0,2360.0,0.0,1.0,0.0,1.0,0.0,1.0,142.0,591.0
flat,bestech park view grand spa,sector 81,2.25,8459.0,2660.0,Super Built up area 2660(247.12 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,4.0,3+,8.0,West,Relatively New,2660.0,2300.0,2100.0,1.0,1.0,1.0,0.0,0.0,1.0,122.0,886.6666666666666
flat,mapsko mount ville,sector 79,1.55,8540.0,1815.0,Super Built up area 1815(168.62 sq.m.)Carpet area: 1071.33 sq.ft. (99.53 sq.m.),3.0,4.0,3,11.0,South-West,Relatively New,1815.0,,1071.33,0.0,1.0,0.0,0.0,0.0,1.0,152.0,605.0
flat,dlf new town heights,sector 91,1.65,6346.0,2600.0,Super Built up area 2364(219.62 sq.m.),4.0,4.0,3+,11.0,West,Moderately Old,2364.0,,,0.0,1.0,0.0,0.0,0.0,0.0,72.0,650.0
flat,m3m merlin,sector 67,3.5,14843.0,2358.0,Super Built up area 2358(219.07 sq.m.),3.0,4.0,3+,15.0,South,Relatively New,2358.0,,,0.0,1.0,0.0,0.0,0.0,1.0,158.0,786.0
house,project housing board colony,sector 28,2.58,17695.0,1458.0,Carpet area: 1300 (120.77 sq.m.),4.0,2.0,2,2.0,,Undefined,,,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.5
flat,ansal housing highland park,sector 103,1.1,6243.0,1762.0,Super Built up area 1762(163.7 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3.0,3+,7.0,North-East,New Property,1762.0,1500.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,587.3333333333334
flat,eden landmark,manesar,0.5,3846.0,1300.0,Built Up area: 1300 (120.77 sq.m.),2.0,2.0,0,7.0,,Under Construction,,1300.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0
flat,ss the leaf,sector 85,1.05,6402.0,1640.0,Super Built up area 1640(152.36 sq.m.),2.0,2.0,3,11.0,North-East,Relatively New,1640.0,,,0.0,0.0,0.0,0.0,0.0,0.0,44.0,820.0
flat,pyramid urban,sector 67a,0.55,10516.0,523.0,Carpet area: 523 (48.59 sq.m.),2.0,2.0,2,3.0,South-West,Relatively New,,,523.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,261.5
flat,shree vardhman flora,sector 90,0.7,5323.0,1315.0,Super Built up area 1352(125.6 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.),2.0,2.0,3,9.0,East,New Property,1352.0,1350.0,,1.0,0.0,0.0,0.0,0.0,0.0,60.0,657.5
flat,vipul lavanya,sector 81,1.0,8000.0,1250.0,Super Built up area 1250(116.13 sq.m.),2.0,2.0,2,7.0,,Relatively New,1250.0,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,625.0
flat,sunischit apartments,sector 54,1.75,7955.0,2200.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,4.0,3+,5.0,East,Moderately Old,2200.0,1900.0,1700.0,0.0,1.0,0.0,0.0,0.0,1.0,83.0,733.3333333333334
flat,signature global park,sohna road,0.9,6254.0,1439.0,Carpet area: 1439 (133.69 sq.m.),3.0,3.0,3,3.0,North-West,Relatively New,,,1439.0,0.0,0.0,0.0,1.0,0.0,0.0,96.0,479.6666666666667
flat,indiabulls centrum park,sector 103,1.01,8080.0,1250.0,Super Built up area 1423(132.2 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2.0,2.0,3,5.0,West,Relatively New,1423.0,,1250.0,0.0,0.0,1.0,0.0,0.0,1.0,165.0,625.0
house,international city by sobha phase 2,sector 109,9.5,26389.0,3600.0,Plot area 400(334.45 sq.m.),5.0,5.0,3+,2.0,South,Relatively New,,3600.0,,1.0,1.0,1.0,1.0,0.0,0.0,133.0,720.0
house,independent,sector 28,9.0,27778.0,3240.0,Plot area 360(301.01 sq.m.),6.0,7.0,3+,3.0,North,Moderately Old,,3240.0,,1.0,1.0,1.0,1.0,0.0,0.0,67.0,540.0
house,vatika signature villas,sector 82,3.2,14350.0,2230.0,Plot area 2160(200.67 sq.m.),3.0,4.0,3,1.0,,New Property,,2160.0,,1.0,1.0,1.0,1.0,0.0,0.0,66.0,743.3333333333334
flat,paras dews,sector 106,0.97,8818.0,1100.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2.0,2.0,3,6.0,North-East,New Property,1385.0,1200.0,1100.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0,550.0
house,vipul tatvam villa,sector 48,7.35,22812.0,3222.0,Plot area 358(299.33 sq.m.),4.0,5.0,2,2.0,South,Moderately Old,,3222.0,,1.0,1.0,1.0,1.0,0.0,1.0,144.0,805.5
flat,sare crescent parc,sector 92,0.82,5384.0,1523.0,Built Up area: 1523 (141.49 sq.m.),3.0,3.0,3+,12.0,West,Undefined,,1523.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.6666666666667
house,independent,sector 8,0.32,7111.0,450.0,Built Up area: 450 (41.81 sq.m.)Carpet area: 300 sq.ft. (27.87 sq.m.),2.0,3.0,1,1.0,North-East,Relatively New,,450.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0
flat,dlf new town heights,sector 86,1.4,5942.0,2356.0,Super Built up area 2356(218.88 sq.m.),4.0,4.0,3+,20.0,South-East,Relatively New,2356.0,,,0.0,1.0,0.0,1.0,0.0,0.0,65.0,589.0
flat,tulip ivory,sector 70,2.35,9792.0,2400.0,Carpet area: 2400 (222.97 sq.m.),4.0,4.0,3+,8.0,West,Moderately Old,,,2400.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0,600.0
flat,central park flower valley,sector 33,3.3,13750.0,2400.0,Carpet area: 2400 (222.97 sq.m.),3.0,3.0,3,2.0,,Under Construction,,,2400.0,1.0,1.0,1.0,1.0,0.0,0.0,61.0,800.0
flat,smart world orchard,sector 61,2.0,12912.0,1549.0,Carpet area: 1549 (143.91 sq.m.),3.0,3.0,2,3.0,,New Property,,,1549.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,516.3333333333334
flat,dlf the primus,sector 82a,2.7,10481.0,2576.0,Super Built up area 2576(239.32 sq.m.)Carpet area: 1306 sq.ft. (121.33 sq.m.),4.0,4.0,3+,18.0,East,Moderately Old,2576.0,,1306.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,644.0
house,vatika signature villas,sector 82,5.0,15432.0,3240.0,Plot area 360(301.01 sq.m.),4.0,4.0,3+,3.0,East,Relatively New,,3240.0,,0.0,1.0,1.0,1.0,0.0,0.0,24.0,810.0
house,independent,sector 4,0.65,10317.0,630.0,Plot area 70(6.5 sq.m.),1.0,1.0,1,1.0,South-East,Moderately Old,,70.0,,0.0,0.0,0.0,0.0,1.0,0.0,21.0,630.0
flat,tata primanti,sector 72,3.4,15561.0,2185.0,Super Built up area 2185(202.99 sq.m.),3.0,4.0,3+,9.0,,Moderately Old,2185.0,,,0.0,1.0,0.0,0.0,0.0,0.0,38.0,728.3333333333334
flat,puri diplomatic greens,sector 111,3.9,13000.0,3000.0,Super Built up area 3000(278.71 sq.m.)Carpet area: 2950 sq.ft. (274.06 sq.m.),4.0,5.0,3+,6.0,North-East,Relatively New,3000.0,,2950.0,0.0,1.0,0.0,0.0,0.0,2.0,160.0,750.0
flat,emaar mgf the palm drive,sector 66,1.51,15130.0,998.0,Super Built up area 1200(111.48 sq.m.)Built Up area: 1188 sq.ft. (110.37 sq.m.)Carpet area: 998 sq.ft. (92.72 sq.m.),2.0,2.0,2,5.0,North,Relatively New,1200.0,1188.0,998.0,0.0,0.0,0.0,1.0,0.0,1.0,82.0,499.0
flat,dlf the skycourt,sector 86,1.6,8294.0,1929.0,Super Built up area 1929(179.21 sq.m.),3.0,3.0,1,14.0,North-East,Relatively New,1929.0,,,0.0,0.0,0.0,1.0,0.0,0.0,72.0,643.0
flat,sare petioles,sector 92,1.25,6098.0,2050.0,Carpet area: 2050 (190.45 sq.m.),3.0,3.0,3,18.0,,Under Construction,,,2050.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,683.3333333333334
flat,trisara our homes 3,sohna road,0.4,6557.0,610.0,Carpet area: 602 (55.93 sq.m.),2.0,2.0,1,0.0,South,New Property,,,602.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,305.0
flat,imperia the esfera,sector 37,1.1,5405.0,2035.0,Super Built up area 2035(189.06 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3.0,4.0,3,9.0,West,Relatively New,2035.0,,1760.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,678.3333333333334
flat,vatika city homes,sector 83,1.0,5747.0,1740.0,Super Built up area 1740(161.65 sq.m.),3.0,3.0,2,2.0,South-East,Relatively New,1740.0,,,0.0,0.0,1.0,0.0,0.0,1.0,174.0,580.0
flat,godrej,sector 79,1.93,8532.0,2262.0,Super Built up area 2262(210.15 sq.m.),3.0,4.0,3+,5.0,East,Relatively New,2262.0,,,0.0,1.0,0.0,0.0,0.0,0.0,158.0,754.0
flat,ss the leaf,sector 85,1.05,6162.0,1704.0,Super Built up area 1671(155.24 sq.m.),2.0,2.0,3+,7.0,West,Relatively New,1671.0,,,0.0,0.0,1.0,0.0,0.0,0.0,144.0,852.0
flat,supertech hues,sector 68,0.82,6949.0,1180.0,Super Built up area 1180(109.63 sq.m.),2.0,2.0,3+,21.0,,Under Construction,1180.0,,,0.0,0.0,0.0,0.0,1.0,0.0,72.0,590.0
flat,orris carnation residency,sector 85,0.55,5789.0,950.0,Super Built up area 1115(103.59 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2.0,2.0,2,5.0,North-East,Relatively New,1115.0,1050.0,950.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0,475.0
house,satya the hermitage,sector 103,3.15,6702.0,4700.0,Built Up area: 4700 (436.64 sq.m.),4.0,5.0,0,12.0,East,Undefined,,4700.0,,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1175.0
flat,emaar gurgaon greens,sector 102,1.6,9697.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,8.0,,Relatively New,1650.0,,1022.58,0.0,0.0,0.0,0.0,0.0,0.0,46.0,550.0
flat,unitech uniworld gardens,sector 47,2.4,11505.0,2086.0,Super Built up area 2086(193.8 sq.m.),3.0,3.0,3+,10.0,,Moderately Old,2086.0,,,0.0,1.0,0.0,0.0,0.0,1.0,120.0,695.3333333333334
flat,shree vardhman flora,sector 90,1.3,5253.0,2475.0,Super Built up area 2475(229.94 sq.m.)Carpet area: 1825 sq.ft. (169.55 sq.m.),4.0,5.0,2,9.0,North-East,Relatively New,2475.0,,1825.0,1.0,1.0,0.0,0.0,0.0,0.0,110.0,618.75
house,godrej meridien,sector 106,5.6,14000.0,4000.0,Plot area 4000(371.61 sq.m.),5.0,4.0,3+,33.0,North-East,New Property,,4000.0,,1.0,1.0,1.0,1.0,0.0,0.0,151.0,800.0
flat,bestech park view city,sector 48,1.8,10251.0,1756.0,Carpet area: 1756 (163.14 sq.m.),3.0,4.0,3,3.0,North-West,Moderately Old,,,1756.0,1.0,0.0,0.0,0.0,0.0,1.0,76.0,585.3333333333334
flat,sbtl caladium,sector 109,1.68,6601.0,2545.0,Super Built up area 2545(236.44 sq.m.),3.0,3.0,3+,7.0,East,Moderately Old,2545.0,,,0.0,1.0,0.0,0.0,0.0,0.0,134.0,848.3333333333334
house,ss aaron ville,sector 49,6.75,15000.0,4500.0,Built Up area: 4500 (418.06 sq.m.),5.0,4.0,2,2.0,North,New Property,,4500.0,,0.0,0.0,0.0,0.0,1.0,0.0,49.0,900.0
flat,corona gracieux,sector 76,1.46,5499.0,2655.0,Super Built up area 2650(246.19 sq.m.),4.0,6.0,3+,8.0,,New Property,2650.0,,,0.0,1.0,0.0,0.0,0.0,0.0,58.0,663.75
flat,umang monsoon breeze,sector 78,1.2,6494.0,1848.0,Super Built up area 2250(209.03 sq.m.)Carpet area: 1848 sq.ft. (171.68 sq.m.),3.0,3.0,2,8.0,,Moderately Old,2250.0,,1848.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,616.0
flat,global hill view,sector 11,0.36,5150.0,699.0,Built Up area: 699 (64.94 sq.m.),2.0,2.0,0,15.0,,Undefined,,699.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.5
flat,mvn athens,sohna road,0.25,5187.0,482.0,Carpet area: 481.73 (44.75 sq.m.),2.0,2.0,1,0.0,North,Relatively New,,,481.684525,0.0,0.0,0.0,1.0,0.0,0.0,90.0,241.0
flat,housing apna enclave,sector 4,0.39,4105.0,950.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,1,1.0,North-East,Undefined,,950.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0
house,independent,sector 7,0.45,5000.0,900.0,Carpet area: 900 (83.61 sq.m.),3.0,2.0,0,1.0,,Undefined,,,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0
house,sushant lok 1 builder floors,sector 43,10.85,28841.0,3762.0,Plot area 418(349.5 sq.m.),8.0,8.0,3,3.0,West,Moderately Old,,3762.0,,1.0,1.0,1.0,1.0,0.0,2.0,160.0,470.25
house,independent,sector 11,0.9,10000.0,900.0,Plot area 900(83.61 sq.m.),2.0,4.0,3+,4.0,,Moderately Old,,900.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,450.0
flat,ss the leaf,sector 85,1.3,7927.0,1640.0,Super Built up area 1640(152.36 sq.m.),2.0,2.0,2,17.0,,New Property,1640.0,,,0.0,0.0,0.0,0.0,0.0,0.0,90.0,820.0
flat,dlf new town heights,sector 90,2.0,7334.0,2727.0,Super Built up area 2727(253.35 sq.m.),4.0,4.0,3+,20.0,East,Moderately Old,2727.0,,,0.0,1.0,0.0,0.0,1.0,0.0,49.0,681.75
flat,tata primanti,sector 72,3.85,13253.0,2905.0,Super Built up area 2905(269.88 sq.m.),4.0,5.0,3+,13.0,North,Relatively New,2905.0,,,0.0,1.0,0.0,0.0,0.0,1.0,174.0,726.25
flat,signature global solera,sector 107,0.28,5726.0,489.0,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,6.0,West,Relatively New,,,489.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,244.5
house,eldeco mansionz,sector 48,4.75,20299.0,2340.0,Plot area 260(217.39 sq.m.),7.0,7.0,3,2.0,North-East,Moderately Old,,2340.0,,1.0,0.0,0.0,0.0,0.0,1.0,33.0,334.2857142857143
flat,sare crescent parc,sector 92,0.5,5000.0,1000.0,Super Built up area 1000(92.9 sq.m.),2.0,2.0,2,2.0,,Relatively New,1000.0,,,0.0,0.0,0.0,0.0,1.0,0.0,72.0,500.0
flat,paras irene,sector 70a,1.3,9220.0,1410.0,Super Built up area 1420(131.92 sq.m.)Carpet area: 1410 sq.ft. (130.99 sq.m.),2.0,2.0,3,19.0,,Moderately Old,1420.0,,1410.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,705.0
flat,smart world gems,sector 89,1.2,8433.0,1423.0,Carpet area: 1423 (132.2 sq.m.),3.0,3.0,2,2.0,North-East,New Property,,,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,474.3333333333333
flat,experion windchants,sector 112,2.5,13889.0,1800.0,Super Built up area 2441(226.78 sq.m.)Built Up area: 1939.03 sq.ft. (180.14 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2.0,2.0,3,10.0,East,Relatively New,2441.0,1939.03,1800.0,1.0,0.0,0.0,1.0,0.0,1.0,174.0,900.0
flat,vatika xpressions,sector 88,0.92,6815.0,1350.0,Built Up area: 1350 (125.42 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.),2.0,2.0,3,3.0,,New Property,,1350.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,675.0
house,independent,sector 12,2.9,10741.0,2700.0,Plot area 2700(250.84 sq.m.),7.0,7.0,3,2.0,South-West,Old Property,,2700.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,385.7142857142857
flat,m3m sierra 68,sector 68,1.25,10246.0,1220.0,Super Built up area 1220(113.34 sq.m.)Carpet area: 694 sq.ft. (64.47 sq.m.),2.0,2.0,3,4.0,,New Property,1220.0,,694.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,610.0
flat,conscient heritage max,sector 102,2.1,9772.0,2149.0,Super Built up area 2149(199.65 sq.m.),3.0,4.0,3+,10.0,East,Relatively New,2149.0,,,1.0,1.0,0.0,0.0,0.0,0.0,53.0,716.3333333333334
house,independent,sector 23,5.65,17706.0,3191.0,Plot area 342(285.96 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),7.0,7.0,3+,2.0,West,Moderately Old,,5000.0,4000.0,0.0,1.0,0.0,1.0,0.0,0.0,68.0,455.85714285714283
flat,paras dews,sector 106,1.25,10656.0,1173.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3.0,4.0,3,14.0,East,Relatively New,1900.0,1305.0,1173.0,1.0,1.0,0.0,0.0,0.0,0.0,167.0,391.0
flat,emaar gurgaon greens,sector 102,1.3,7879.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,4.0,East,Relatively New,1650.0,,1022.58,0.0,1.0,0.0,0.0,0.0,1.0,125.0,550.0
flat,dlf new town heights,sector 90,1.2,6218.0,1930.0,Super Built up area 1930(179.3 sq.m.),3.0,3.0,3+,15.0,North,Relatively New,1930.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.0,643.3333333333334
flat,global hill view,sector 11,0.33,4269.0,773.0,Built Up area: 761 (70.7 sq.m.),2.0,2.0,0,11.0,,Undefined,,761.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.5
flat,suncity vatsal valley,gwal pahari,1.38,9650.0,1430.0,Super Built up area 1430(132.85 sq.m.),3.0,3.0,2,1.0,East,Relatively New,1430.0,,,0.0,0.0,0.0,0.0,0.0,1.0,151.0,476.6666666666667
flat,corona optus,sector 37,1.2,6916.0,1735.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1635 sq.ft. (151.9 sq.m.)Carpet area: 1535 sq.ft. (142.61 sq.m.),3.0,4.0,3,8.0,South-West,Relatively New,1735.0,1635.0,1535.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,578.3333333333334
flat,bestech park view residency,sector 2,1.55,8073.0,1920.0,Super Built up area 1920(178.37 sq.m.),3.0,4.0,3+,4.0,East,Old Property,1920.0,,,0.0,1.0,0.0,0.0,0.0,0.0,84.0,640.0
flat,ss the leaf,sector 85,1.04,8320.0,1250.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2.0,2.0,3,17.0,East,New Property,1640.0,1550.0,1250.0,0.0,0.0,0.0,0.0,1.0,0.0,145.0,625.0
house,emaar mgf marbella,sector 66,11.0,33951.0,3240.0,Plot area 360(301.01 sq.m.),5.0,6.0,3+,2.0,North-East,New Property,,3240.0,,1.0,1.0,1.0,1.0,0.0,1.0,153.0,648.0
flat,ansal plaza,sector 2,1.0,10000.0,1000.0,Built Up area: 1000 (92.9 sq.m.),2.0,3.0,0,1.0,,Undefined,,1000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
flat,sonata group housing gh 24,manesar,1.65,5893.0,2800.0,Carpet area: 2800 (260.13 sq.m.),4.0,3.0,3,8.0,,New Property,,,2800.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,700.0
flat,emaar imperial gardens,sector 102,1.91,9550.0,2000.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1228.17 sq.ft. (114.1 sq.m.),3.0,4.0,2,17.0,East,Relatively New,2000.0,,1228.17,1.0,1.0,0.0,0.0,0.0,1.0,152.0,666.6666666666666
flat,hcbs sports ville,sector 2,0.35,4375.0,800.0,Built Up area: 800 (74.32 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,2,8.0,East,Relatively New,,800.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,400.0
house,bptp astaire gardens,sector 70a,6.5,27873.0,2332.0,Plot area 299(250 sq.m.),4.0,4.0,3+,2.0,North-East,New Property,,299.0,,1.0,1.0,0.0,1.0,0.0,1.0,160.0,583.0
house,unitech deerwood chase,sector 50,8.45,26153.0,3231.0,Plot area 359(33.35 sq.m.),3.0,3.0,2,2.0,North-East,Old Property,,359.0,,1.0,1.0,0.0,0.0,0.0,1.0,102.0,1077.0
flat,paras dews,sector 106,1.4,6001.0,2333.0,Super Built up area 1760(163.51 sq.m.),3.0,4.0,3+,12.0,,Under Construction,1760.0,,,1.0,1.0,0.0,0.0,1.0,0.0,55.0,777.6666666666666
flat,dlf regency park,sector 28,1.35,11739.0,1150.0,Super Built up area 1150(106.84 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2.0,2.0,2,14.0,East,Old Property,1150.0,1120.0,1050.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,575.0
flat,piedmont taksila heights,sector 37,1.0,6506.0,1537.0,Carpet area: 1537 (142.79 sq.m.),3.0,3.0,3+,8.0,,Relatively New,,,1537.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,512.3333333333334
house,signature global city,sector 37d,1.27,8089.0,1570.0,Plot area 1570(145.86 sq.m.),3.0,3.0,3,4.0,East,Under Construction,,1570.0,,0.0,0.0,0.0,1.0,0.0,0.0,89.0,523.3333333333334
flat,suncity vatsal valley,gwal pahari,1.0,13333.0,750.0,Carpet area: 750 (69.68 sq.m.),2.0,2.0,2,3.0,,New Property,,,750.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,375.0
flat,vatika lifestyle homes,sector 83,1.04,5699.0,1825.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,2.0,2,2.0,South-West,Moderately Old,1755.0,1500.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,608.3333333333334
flat,umang monsoon breeze,sector 78,0.95,5491.0,1730.0,Built Up area: 1730 (160.72 sq.m.),3.0,3.0,2,9.0,East,Relatively New,,1730.0,,0.0,0.0,0.0,0.0,0.0,1.0,65.0,576.6666666666666
house,independent,sector 12,1.7,8000.0,2125.0,Built Up area: 2000 (185.81 sq.m.),5.0,5.0,3,3.0,,Moderately Old,,2000.0,,0.0,0.0,0.0,1.0,1.0,0.0,9.0,425.0
flat,ireo victory valley,sector 67,3.15,12847.0,2452.0,Super Built up area 2452(227.8 sq.m.),3.0,4.0,3+,15.0,South,Relatively New,2452.0,,,0.0,1.0,0.0,1.0,0.0,1.0,149.0,817.3333333333334
flat,chintels paradiso,sector 109,1.97,7490.0,2630.0,Super Built up area 2630(244.33 sq.m.),4.0,4.0,2,11.0,North-East,Relatively New,2630.0,,,0.0,1.0,0.0,1.0,0.0,0.0,49.0,657.5
flat,m3m the marina,sector 68,1.32,8759.0,1507.0,Super Built up area 1507(140 sq.m.),2.0,2.0,3,15.0,North-East,Relatively New,1507.0,,,1.0,0.0,0.0,0.0,0.0,0.0,120.0,753.5
flat,bestech park view residency,sector 2,1.36,7645.0,1779.0,Super Built up area 1780(165.37 sq.m.),3.0,3.0,3+,5.0,South-West,Moderately Old,1780.0,,,0.0,0.0,0.0,0.0,0.0,0.0,84.0,593.0
flat,puri emerald bay,sector 104,1.58,9117.0,1733.0,Super Built up area 1700(157.94 sq.m.),2.0,3.0,3,11.0,North-East,Relatively New,1700.0,,,0.0,1.0,0.0,0.0,0.0,0.0,101.0,866.5
