property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,manesar,1.5,4.0,5.0,3+,New Property,2135.0,1.0,0.0,0.0,Low,Mid Floor
house,dwarka expressway,0.85,1.0,5.0,3+,New Property,600.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 33,8.0,6.0,5.0,3+,Relatively New,4500.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 70,1.8,3.0,3.0,3+,New Property,1765.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 14,3.4,3.0,3.0,3,Old Property,2250.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 104,2.63,4.0,4.0,3+,Relatively New,2953.0,1.0,0.0,1.0,High,High Floor
flat,sector 28,1.35,2.0,2.0,2,Moderately Old,1109.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 61,3.6,4.0,4.0,3,Moderately Old,2580.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 23,0.55,2.0,2.0,1,Moderately Old,995.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 5,0.3,2.0,2.0,1,Relatively New,750.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 107,1.01,2.0,2.0,3+,New Property,1200.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 92,1.9,4.0,4.0,3+,Relatively New,1920.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 83,1.25,3.0,2.0,1,Relatively New,1654.0,1.0,1.0,2.0,High,Mid Floor
flat,sector 60,3.8,4.0,5.0,3,Moderately Old,2791.0,1.0,0.0,1.0,Medium,High Floor
house,sector 4,1.9,4.0,3.0,2,Moderately Old,211.0,0.0,1.0,1.0,Low,Low Floor
flat,sector 68,1.08,2.0,2.0,3,Relatively New,1130.0,0.0,0.0,1.0,Medium,Low Floor
house,sector 111,9.0,5.0,5.0,3+,Relatively New,8000.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 50,12.0,3.0,4.0,2,Moderately Old,3240.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 106,1.42,4.0,6.0,3+,Relatively New,2131.0,1.0,0.0,0.0,Medium,High Floor
house,sector 38,8.0,10.0,10.0,3+,Relatively New,3123.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 67,2.32,3.0,4.0,3+,Moderately Old,1764.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 10,2.3,6.0,4.0,2,Moderately Old,3951.0,0.0,0.0,0.0,Low,Mid Floor
flat,sohna road,0.91,3.0,3.0,3,Relatively New,1599.0,0.0,0.0,0.0,High,Low Floor
house,sector 25,10.75,9.0,9.0,3+,Old Property,3600.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sohna road,0.21,1.0,1.0,1,New Property,500.0,0.0,0.0,0.0,Low,High Floor
house,sector 4,5.0,3.0,3.0,2,Old Property,4950.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 56,2.05,4.0,4.0,3+,Moderately Old,2667.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 83,1.33,4.0,4.0,3,Relatively New,2193.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 2,2.95,4.0,4.0,3+,Old Property,1845.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 85,1.85,3.0,4.0,3,Relatively New,2179.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 71,0.95,2.0,2.0,0,Moderately Old,1200.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 70,1.15,2.0,2.0,3,Relatively New,1222.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 39,1.7,2.0,2.0,3+,Moderately Old,900.0,1.0,1.0,0.0,Low,Mid Floor
flat,sector 67a,1.62,3.0,3.0,2,New Property,1346.0,0.0,1.0,1.0,Medium,Mid Floor
flat,sector 22,2.4,2.0,2.0,2,Relatively New,1200.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 90,1.21,3.0,3.0,3+,Relatively New,1929.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 85,1.3,2.0,2.0,3+,Relatively New,1406.0,0.0,1.0,0.0,Medium,High Floor
flat,sector 89,1.3,3.0,3.0,3+,New Property,2122.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 70,1.67,3.0,5.0,3,Moderately Old,1527.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 82,1.0,2.0,2.0,2,Relatively New,1299.0,0.0,0.0,0.0,Medium,High Floor
flat,gwal pahari,5.9,4.0,4.0,3+,New Property,4842.0,1.0,1.0,1.0,High,High Floor
house,sector 109,6.0,4.0,5.0,3+,Relatively New,2430.0,1.0,0.0,1.0,Medium,Low Floor
flat,manesar,0.9,3.0,3.0,3+,Moderately Old,2321.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 90,1.54,4.0,4.0,3+,Moderately Old,2200.0,1.0,0.0,1.0,Medium,High Floor
house,sector 69,2.95,4.0,3.0,2,New Property,1800.0,0.0,0.0,2.0,Medium,Mid Floor
house,sector 23,4.0,3.0,3.0,2,Moderately Old,2430.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 68,1.9,3.0,3.0,3+,Under Construction,2288.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 81,1.35,3.0,3.0,3+,Old Property,1989.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sohna road,1.1,2.0,2.0,3+,Relatively New,1319.0,0.0,0.0,1.0,Low,High Floor
flat,sector 82,1.38,4.0,5.0,3+,Relatively New,2294.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 86,1.35,3.0,3.0,1,Relatively New,1746.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 108,1.02,2.0,3.0,3,Relatively New,1283.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 86,1.54,4.0,4.0,3+,Moderately Old,2139.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 90,1.65,4.0,4.0,3+,Relatively New,1900.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 51,1.7,3.0,4.0,3,Moderately Old,1773.0,0.0,1.0,0.0,Medium,Low Floor
house,sector 2,4.99,4.0,4.0,3+,Moderately Old,2642.0,1.0,1.0,0.0,Low,Mid Floor
flat,sector 83,1.15,3.0,2.0,3,Relatively New,1588.0,0.0,0.0,0.0,Low,High Floor
flat,sector 37d,1.35,3.0,3.0,3+,Under Construction,1600.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 61,1.7,2.0,2.0,2,Under Construction,1244.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sohna road,0.36,2.0,2.0,1,New Property,522.0,0.0,0.0,0.0,Low,Low Floor
flat,dwarka expressway,1.08,3.0,3.0,0,Under Construction,1758.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 65,5.0,3.0,3.0,3+,Relatively New,2800.0,1.0,0.0,1.0,High,High Floor
flat,sohna road,0.83,3.0,2.0,2,New Property,1244.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 61,2.1,3.0,3.0,3,Relatively New,1592.0,0.0,0.0,1.0,Low,High Floor
flat,sector 79,1.25,3.0,3.0,3,Relatively New,1154.0,0.0,0.0,0.0,High,High Floor
flat,sector 104,2.65,4.0,4.0,3+,Relatively New,2898.0,1.0,0.0,1.0,Low,High Floor
flat,sector 85,1.1,2.0,2.0,3,Relatively New,1173.0,0.0,0.0,0.0,Medium,High Floor
house,sector 70a,4.02,4.0,4.0,3+,Relatively New,5500.0,1.0,1.0,0.0,Medium,Mid Floor
house,sector 57,3.75,3.0,4.0,3,Moderately Old,1620.0,1.0,1.0,1.0,Low,Low Floor
flat,sector 84,0.85,2.0,2.0,3,Relatively New,1158.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 6,0.5,3.0,3.0,2,Moderately Old,600.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 92,0.79,3.0,2.0,2,New Property,1175.0,0.0,0.0,0.0,Low,High Floor
flat,sector 88a,1.75,3.0,3.0,3+,New Property,1306.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 85,2.2,4.0,5.0,3+,Relatively New,2545.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 9,0.35,2.0,2.0,1,Old Property,360.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 84,0.36,2.0,2.0,1,Relatively New,531.0,0.0,1.0,2.0,Medium,Mid Floor
flat,sector 28,6.2,3.0,4.0,3+,Relatively New,2000.0,1.0,0.0,1.0,High,High Floor
house,sector 57,8.0,5.0,4.0,3,Relatively New,2700.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 72,3.2,4.0,4.0,3+,Moderately Old,2600.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 106,1.05,2.0,2.0,2,New Property,1539.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 37d,1.72,3.0,3.0,3,Relatively New,1373.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 86,1.55,3.0,3.0,3+,Relatively New,1500.0,0.0,0.0,2.0,High,High Floor
flat,sector 89,1.7,3.0,3.0,3+,Under Construction,1944.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 95,0.37,3.0,2.0,1,Relatively New,716.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 106,0.46,1.0,1.0,1,New Property,778.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 37d,0.68,2.0,2.0,3,New Property,644.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sohna road,0.95,2.0,2.0,3,Under Construction,1131.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 90,1.19,3.0,3.0,2,Relatively New,1562.0,0.0,0.0,0.0,Medium,High Floor
flat,sohna road,0.32,2.0,2.0,2,New Property,577.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 89,0.97,2.0,2.0,3+,New Property,1103.0,0.0,0.0,0.0,Low,Low Floor
house,sector 50,6.5,5.0,6.0,0,Moderately Old,3000.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 108,0.85,3.0,3.0,2,Relatively New,1500.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 82,0.94,2.0,2.0,2,Relatively New,1299.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 84,0.73,2.0,2.0,3+,Relatively New,1026.0,0.0,1.0,0.0,High,Mid Floor
house,sector 7,2.25,3.0,3.0,2,Old Property,1440.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 37d,1.8,4.0,3.0,3,Relatively New,1983.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 33,1.15,2.0,2.0,2,Under Construction,103.0,0.0,0.0,0.0,Low,High Floor
flat,sector 69,1.0,4.0,3.0,0,Relatively New,1826.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 102,1.9,3.0,4.0,3,Relatively New,1605.0,1.0,0.0,0.0,Medium,High Floor
flat,sohna road,0.42,2.0,2.0,2,New Property,564.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 107,0.25,1.0,1.0,0,Relatively New,318.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 2,5.6,8.0,6.0,3+,Moderately Old,3240.0,1.0,1.0,0.0,Low,Low Floor
house,sector 26,5.8,4.0,3.0,2,Relatively New,1800.0,0.0,1.0,0.0,Low,Low Floor
flat,sector 6,0.38,2.0,2.0,2,Moderately Old,944.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 65,1.9,2.0,2.0,2,Relatively New,1358.0,0.0,0.0,0.0,Low,High Floor
flat,sector 92,1.25,4.0,3.0,0,Under Construction,2040.0,0.0,0.0,0.0,Low,High Floor
flat,sector 89,1.2,3.0,3.0,3,Under Construction,1064.0,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 102,1.95,3.0,4.0,3,Relatively New,2334.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 81,2.3,3.0,4.0,3+,New Property,1893.0,1.0,0.0,2.0,High,Mid Floor
flat,sector 70a,1.18,2.0,2.0,3,New Property,1400.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 104,1.25,3.0,4.0,3+,Relatively New,1669.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 81,2.26,3.0,4.0,3+,New Property,1900.0,1.0,0.0,2.0,High,High Floor
flat,sector 102,2.4,4.0,4.0,3+,Relatively New,1957.0,0.0,0.0,0.0,Medium,High Floor
flat,manesar,0.75,3.0,2.0,2,Moderately Old,1502.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 108,2.15,3.0,4.0,3+,Relatively New,4600.0,0.0,0.0,0.0,Low,High Floor
flat,sector 90,1.25,4.0,4.0,3,Relatively New,2861.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 70,1.65,3.0,4.0,3,Relatively New,1765.0,1.0,1.0,0.0,Medium,High Floor
flat,sector 37d,0.9,3.0,3.0,2,Relatively New,1185.0,0.0,0.0,2.0,Low,High Floor
flat,sector 85,1.14,2.0,2.0,3,Relatively New,1604.0,0.0,0.0,0.0,Low,High Floor
house,sector 26,15.0,4.0,4.0,3,Moderately Old,4500.0,1.0,1.0,1.0,Low,Mid Floor
flat,sector 79,1.72,3.0,4.0,3,New Property,2050.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 71,0.55,2.0,2.0,1,Relatively New,600.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 21,1.6,5.0,5.0,2,Relatively New,120.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 61,1.9,3.0,3.0,3,New Property,1137.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 84,0.84,3.0,3.0,3+,New Property,1561.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 103,2.0,4.0,5.0,3+,New Property,2416.0,1.0,0.0,0.0,Low,High Floor
flat,sector 3,0.8,3.0,3.0,1,Old Property,1000.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 102,2.61,3.0,3.0,3,Relatively New,2200.0,1.0,0.0,0.0,Low,High Floor
flat,sector 95,0.4,2.0,2.0,3,Under Construction,661.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 92,0.78,2.0,2.0,3,Under Construction,846.0,0.0,0.0,0.0,Low,Low Floor
house,sector 2,2.9,4.0,4.0,3,Relatively New,1557.0,0.0,1.0,1.0,Low,Low Floor
flat,sector 66,1.32,2.0,2.0,2,Relatively New,1048.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 113,2.35,3.0,4.0,3,Relatively New,1930.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 91,0.87,2.0,2.0,2,Relatively New,1148.0,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 56,0.6,1.0,1.0,1,Moderately Old,543.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 108,2.33,3.0,3.0,3,Relatively New,1711.0,0.0,1.0,1.0,High,High Floor
flat,sector 112,5.6,4.0,6.0,3+,Relatively New,3655.35,1.0,0.0,1.0,High,Mid Floor
flat,sector 108,0.7,2.0,2.0,2,Relatively New,1505.0,0.0,0.0,0.0,Low,High Floor
flat,sector 111,3.7,4.0,5.0,3+,Relatively New,2650.0,1.0,0.0,1.0,High,High Floor
flat,sector 80,1.4,3.0,4.0,2,Moderately Old,1922.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 77,1.09,3.0,4.0,3+,Relatively New,1833.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 85,1.08,2.0,2.0,3,New Property,1200.0,1.0,1.0,1.0,High,Mid Floor
flat,sector 109,1.3,3.0,2.0,3,Moderately Old,1701.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 77,0.92,3.0,3.0,3,Relatively New,1602.0,0.0,0.0,1.0,Low,High Floor
house,sector 41,1.65,1.0,1.0,0,Moderately Old,1200.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 67a,0.56,2.0,2.0,2,Relatively New,778.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 60,3.0,3.0,3.0,3,Relatively New,2400.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 33,1.2,2.0,2.0,2,New Property,1492.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 37,1.2,3.0,3.0,3,Under Construction,1647.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 72,4.0,4.0,5.0,3+,Relatively New,2701.0,1.0,0.0,1.0,High,High Floor
house,sector 7,0.45,3.0,2.0,1,Old Property,900.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 84,0.9,3.0,3.0,3,Relatively New,1833.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 106,1.2,3.0,3.0,3,Relatively New,1145.0,0.0,0.0,0.0,High,High Floor
flat,sector 109,1.6,4.0,1.0,0,New Property,3008.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 48,15.0,5.0,6.0,3+,Relatively New,7444.0,1.0,0.0,2.0,Low,High Floor
flat,sector 2,1.02,2.0,2.0,3,Moderately Old,1281.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 102,1.55,3.0,4.0,3,Relatively New,1315.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 85,1.25,2.0,2.0,3,Relatively New,1730.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 68,1.7,4.0,4.0,3+,New Property,1809.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 89,0.9,2.0,2.0,2,New Property,1105.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 67,2.9,3.0,3.0,3,Relatively New,2047.0,0.0,0.0,1.0,Low,Low Floor
house,sector 38,2.1,2.0,7.0,3+,Relatively New,900.0,0.0,1.0,0.0,Low,Mid Floor
flat,sector 86,1.3,3.0,3.0,3,Moderately Old,1747.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 108,0.9,2.0,3.0,3,Relatively New,1161.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 85,0.9,4.0,4.0,3,Moderately Old,1575.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 52,1.45,3.0,3.0,3+,Relatively New,1800.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 83,1.05,3.0,3.0,3,Moderately Old,1468.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 113,3.72,5.0,4.0,3+,New Property,2956.0,0.0,0.0,2.0,Low,Low Floor
flat,sector 81,4.4,4.0,4.0,3+,New Property,3700.0,1.0,0.0,2.0,Low,Mid Floor
flat,sohna road,0.3,2.0,2.0,2,Relatively New,743.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 7,1.95,2.0,2.0,2,Old Property,1440.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 50,3.1,3.0,4.0,3+,Moderately Old,2450.0,1.0,0.0,1.0,High,Mid Floor
house,sector 82a,3.85,5.0,6.0,3+,Relatively New,5140.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 107,0.51,3.0,2.0,2,Relatively New,717.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 85,2.1,4.0,5.0,3+,Relatively New,2545.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 79,1.25,3.0,3.0,3+,Relatively New,1656.0,0.0,0.0,1.0,Low,High Floor
flat,sohna road,0.99,2.0,2.0,2,Under Construction,1045.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 88a,1.15,2.0,2.0,3,Relatively New,1380.0,0.0,0.0,0.0,High,High Floor
flat,sector 53,6.02,3.0,3.0,3,Under Construction,2892.0,0.0,0.0,0.0,Medium,High Floor
house,sector 2,0.4,2.0,2.0,1,Relatively New,583.0,0.0,0.0,0.0,Low,Low Floor
house,sector 12,0.38,3.0,3.0,3,Relatively New,900.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 37,1.05,3.0,3.0,3,New Property,1500.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 88a,1.38,3.0,3.0,3+,Relatively New,2296.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 76,1.08,3.0,3.0,3,New Property,1774.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 12,0.53,3.0,3.0,2,Relatively New,995.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 83,1.05,3.0,3.0,3,Relatively New,1618.0,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 92,1.07,4.0,3.0,3,Under Construction,2040.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 108,1.2,3.0,2.0,3+,Relatively New,1550.0,1.0,0.0,1.0,High,High Floor
flat,sector 90,1.29,3.0,3.0,3+,Relatively New,1817.0,1.0,0.0,0.0,High,High Floor
flat,sector 70a,1.68,3.0,3.0,3+,New Property,1900.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 81,0.31,1.0,1.0,1,Relatively New,366.0,0.0,0.0,2.0,Medium,High Floor
flat,sector 81,2.22,3.0,4.0,3+,Relatively New,2407.0,1.0,0.0,1.0,High,High Floor
flat,sector 83,1.18,3.0,3.0,2,Relatively New,1618.0,0.0,0.0,0.0,Low,High Floor
house,sector 104,0.62,3.0,3.0,1,Moderately Old,900.0,0.0,0.0,2.0,Low,Low Floor
flat,sector 108,1.2,3.0,3.0,3+,Relatively New,1275.53,0.0,0.0,0.0,Medium,Mid Floor
flat,sohna road,0.26,2.0,2.0,2,Relatively New,640.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 99,1.15,2.0,2.0,2,New Property,1235.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 106,3.9,3.0,3.0,0,Relatively New,2450.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 102,1.95,3.0,3.0,3,New Property,1465.0,0.0,1.0,0.0,Medium,High Floor
flat,sector 92,0.82,3.0,3.0,3+,Relatively New,1221.18,0.0,0.0,0.0,Medium,High Floor
flat,sector 65,4.7,3.0,3.0,3+,Relatively New,2380.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 95,0.38,2.0,2.0,2,Relatively New,716.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 109,5.9,4.0,5.0,2,Relatively New,2430.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 67,3.4,3.0,4.0,3+,Relatively New,2134.0,1.0,0.0,1.0,High,High Floor
flat,sector 107,0.3,2.0,2.0,1,Relatively New,544.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 85,1.25,2.0,2.0,3+,Relatively New,1426.0,0.0,1.0,0.0,High,High Floor
flat,sector 84,0.6,2.0,2.0,2,Relatively New,1086.0,0.0,0.0,0.0,Medium,High Floor
house,sector 43,7.85,9.0,9.0,3+,Relatively New,2700.0,1.0,0.0,2.0,Low,Mid Floor
flat,sector 107,0.35,2.0,2.0,2,Relatively New,608.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 33,1.25,2.0,2.0,3,Under Construction,1385.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 69,1.55,3.0,3.0,2,Relatively New,1428.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 7,1.75,4.0,2.0,2,Old Property,1575.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 69,1.66,4.0,4.0,1,Relatively New,1783.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 85,2.2,4.0,5.0,3+,Relatively New,2390.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 107,1.32,3.0,3.0,3,Relatively New,1758.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 86,2.2,3.0,3.0,1,Relatively New,1747.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 82a,0.75,2.0,2.0,2,Relatively New,1000.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 90,0.85,3.0,4.0,3,Relatively New,1679.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 52,0.29,1.0,1.0,0,Moderately Old,278.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 105,0.42,3.0,2.0,1,Relatively New,1111.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 74,1.47,2.0,2.0,3,New Property,1281.0,0.0,0.0,1.0,Low,High Floor
house,sector 55,1.64,3.0,3.0,2,New Property,1620.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 79,1.45,2.0,2.0,3,Under Construction,1578.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 85,1.18,2.0,3.0,3,Relatively New,1420.0,0.0,0.0,1.0,High,High Floor
flat,sector 71,1.2,3.0,3.0,3,Relatively New,1466.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 109,1.68,3.0,3.0,3,Relatively New,1579.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 92,0.8,4.0,4.0,3,Moderately Old,1893.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 79,1.9,3.0,4.0,3,Under Construction,1946.0,0.0,0.0,0.0,Medium,High Floor
house,sector 12,2.0,5.0,5.0,2,Old Property,1350.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 86,1.55,3.0,3.0,3,Relatively New,1900.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 105,1.3,3.0,3.0,1,Moderately Old,1125.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 37,0.55,1.0,1.0,0,Relatively New,669.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 84,1.35,3.0,3.0,3,Relatively New,1750.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 63a,3.5,3.0,3.0,3,Under Construction,1350.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 45,2.25,4.0,4.0,2,Old Property,3194.0,1.0,0.0,2.0,Low,Mid Floor
house,sector 4,0.67,3.0,3.0,2,Relatively New,76.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 65,2.5,3.0,3.0,3,Relatively New,1493.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 70,2.0,4.0,5.0,3+,Relatively New,2172.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 66,2.7,4.0,4.0,3,Relatively New,2501.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 79,2.69,3.0,4.0,3+,New Property,2152.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 72,3.3,3.0,4.0,3+,New Property,2185.0,1.0,0.0,2.0,High,High Floor
flat,sector 109,1.8,3.0,3.0,3+,Relatively New,2000.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 86,1.72,3.0,3.0,1,Relatively New,1746.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 85,1.15,2.0,2.0,3+,Relatively New,1380.0,0.0,1.0,0.0,High,High Floor
flat,sector 2,0.95,2.0,2.0,1,Relatively New,1100.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 108,1.6,3.0,4.0,3+,Relatively New,1500.29,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 70a,1.27,2.0,2.0,3+,Relatively New,1449.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 70,1.66,3.0,5.0,3,Relatively New,1527.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 66,3.0,4.0,5.0,3+,Relatively New,2100.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 113,1.65,3.0,2.0,2,Relatively New,1420.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 70,1.3,3.0,3.0,3,Under Construction,1865.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 79,1.25,3.0,3.0,2,Relatively New,1212.0,0.0,0.0,1.0,High,Low Floor
flat,sohna road,0.45,2.0,2.0,1,New Property,590.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 56,1.35,3.0,2.0,2,Old Property,1275.0,0.0,0.0,0.0,High,Low Floor
flat,sector 85,1.17,2.0,2.0,3,Relatively New,1660.0,0.0,0.0,0.0,Low,High Floor
house,sector 7,1.35,4.0,5.0,0,Old Property,330.0,0.0,0.0,0.0,Low,Mid Floor
house,sohna road,6.25,3.0,3.0,0,Moderately Old,9000.0,0.0,0.0,0.0,Low,Low Floor
