property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,ss the leaf,sector 85,1.07,6524.0,2.0,2.0,3,21.0,Relatively New,1484.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0
flat,trisara our homes 3,sohna road,0.21,4339.0,1.0,1.0,0,2.0,Relatively New,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,experion the heartsong,sector 108,1.3,8344.0,3.0,3.0,3+,7.0,Relatively New,1661.0,1.0,0.0,0.0,0.0,0.0,0.0,150.0
flat,vatika the seven lamps,sector 82,1.37,8754.0,3.0,3.0,3,11.0,Relatively New,2000.0,1.0,1.0,0.0,1.0,0.0,1.0,145.0
house,vatika india next,sector 82,6.5,20062.0,4.0,3.0,0,2.0,Relatively New,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,gls avenue 51,sector 92,0.42,7107.0,2.0,2.0,1,4.0,Relatively New,657.0,1.0,0.0,0.0,1.0,0.0,1.0,42.0
flat,dlf regal gardens,sector 90,1.3,7151.0,3.0,3.0,3+,7.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0
flat,ansal api esencia,sector 67,1.0,6435.0,3.0,3.0,3+,2.0,Moderately Old,1406.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
flat,signature global city 63a,sector 63a,1.55,14776.0,2.0,2.0,2,2.0,Under Construction,1167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,emaar imperial gardens,sector 102,1.7,8395.0,3.0,4.0,3+,8.0,Relatively New,1750.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0
flat,ss the leaf,sector 85,2.03,7229.0,4.0,4.0,3+,3.0,Relatively New,2225.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
flat,orris carnation residency,sector 85,1.1,6687.0,3.0,4.0,3,6.0,Moderately Old,1467.0,0.0,1.0,0.0,0.0,0.0,2.0,65.0
flat,pareena laxmi apartments,sector 99,0.32,5787.0,2.0,2.0,2,11.0,New Property,502.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
flat,ambience creacions,sector 22,1.99,14420.0,2.0,2.0,2,9.0,New Property,1285.0,1.0,1.0,0.0,1.0,0.0,0.0,20.0
flat,afnhb jalvayu vihar,sector 30,1.45,11154.0,3.0,2.0,2,2.0,Old Property,1300.0,0.0,0.0,0.0,0.0,0.0,2.0,75.0
flat,emaar gurgaon greens,sector 102,1.4,8485.0,3.0,3.0,3,4.0,Relatively New,1493.0,0.0,1.0,0.0,0.0,0.0,1.0,83.0
flat,ss the leaf,sector 85,2.0,6579.0,4.0,5.0,3+,1.0,Relatively New,2545.0,0.0,1.0,1.0,0.0,0.0,0.0,106.0
flat,satya the hermitage,sector 103,1.12,5625.0,3.0,4.0,3+,9.0,New Property,1734.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
house,independent,sector 43,5.5,19298.0,8.0,7.0,3+,3.0,Moderately Old,2850.0,1.0,1.0,0.0,1.0,1.0,1.0,123.0
house,dlf city plots phase 2,sector 25,7.5,31686.0,9.0,9.0,3+,4.0,Relatively New,2300.5,1.0,1.0,0.0,1.0,0.0,1.0,160.0
flat,adani aangan arcade,sector 88a,0.45,7200.0,2.0,2.0,1,3.0,New Property,694.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
house,uppal southend,sector 49,3.75,25562.0,2.0,6.0,3+,3.0,Moderately Old,1467.0,1.0,0.0,0.0,0.0,0.0,1.0,26.0
flat,vipul belmonte,sector 53,6.0,24490.0,3.0,4.0,3+,6.0,Moderately Old,2217.0,0.0,1.0,0.0,0.0,1.0,1.0,26.0
flat,signature global solera,sector 107,0.28,5726.0,2.0,2.0,2,10.0,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
flat,emaar gurgaon greens,sector 102,1.5,9091.0,3.0,3.0,3,7.0,Relatively New,1315.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0
flat,raheja revanta,sector 78,0.99,6100.0,2.0,2.0,3,14.0,Under Construction,1467.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0
house,independent,sector 26,15.0,33201.0,5.0,6.0,3+,3.0,Moderately Old,4518.0,1.0,1.0,1.0,1.0,0.0,1.0,78.0
flat,suposhaa smartworld orchard,sector 61,2.25,14526.0,3.0,3.0,2,3.0,Under Construction,1721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ramsons kshitij,sector 95,0.3,3158.0,2.0,2.0,1,11.0,New Property,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,chd avenue,sector 71,0.82,7081.0,2.0,2.0,2,6.0,Moderately Old,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,satya element one,sector 49,0.87,19333.0,1.0,1.0,1,2.0,Relatively New,500.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
house,unitech uniworld resorts,sector 33,9.5,23336.0,5.0,7.0,3+,2.0,Under Construction,4071.0,1.0,1.0,1.0,1.0,0.0,0.0,57.0
flat,rof ananda,sector 95,0.2,5464.0,1.0,1.0,1,10.0,Relatively New,407.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
flat,experion windchants,sector 112,5.2,10726.0,4.0,6.0,3+,15.0,Relatively New,3655.35,0.0,1.0,0.0,1.0,0.0,1.0,174.0
flat,eldeco accolade,sohna road,0.72,5737.0,2.0,2.0,3,8.0,Relatively New,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0
flat,signature andour heights,sector 71,0.59,8429.0,2.0,2.0,1,6.0,Moderately Old,639.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
flat,bestech park view residency,sector 2,0.56,8629.0,1.0,2.0,2,7.0,Moderately Old,723.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
flat,the lions cghs,sector 56,2.0,8333.0,4.0,4.0,3,8.0,Relatively New,2253.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0
flat,kashish manor one,sector 111,1.65,7097.0,3.0,4.0,3+,14.0,Under Construction,2104.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0
flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4707.0,2.0,2.0,1,0.0,Relatively New,944.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
house,vipul world,sector 48,3.35,5583.0,6.0,5.0,3+,3.0,Moderately Old,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
house,independent,sector 3,0.37,7923.0,1.0,1.0,1,1.0,Relatively New,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sobha city,sector 108,2.6,15196.0,3.0,3.0,2,8.0,Relatively New,1711.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
flat,maruti vihar colony,sector 28,0.95,8887.0,2.0,1.0,1,1.0,Old Property,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
flat,unitech sunbreeze,sector 69,0.75,6849.0,2.0,2.0,2,4.0,Under Construction,991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,godrej summit,sector 104,1.1,8668.0,2.0,2.0,3,16.0,Under Construction,1148.0,0.0,0.0,0.0,0.0,1.0,0.0,88.0
house,vatika the seven lamps,sector 82,1.6,6598.0,4.0,4.0,3+,16.0,Moderately Old,2425.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0
house,independent,sector 17,8.5,18814.0,4.0,4.0,2,2.0,Old Property,4518.0,1.0,1.0,0.0,1.0,0.0,1.0,21.0
flat,godrej nature plus,sector 33,1.75,8768.0,3.0,3.0,0,2.0,Under Construction,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9874.0,2.0,2.0,2,0.0,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
flat,godrej,sector 79,1.35,8970.0,3.0,3.0,2,7.0,Relatively New,1362.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
flat,m3m woodshire,sector 107,1.21,6227.0,3.0,3.0,3,7.0,Moderately Old,1713.0,0.0,0.0,0.0,0.0,0.0,1.0,126.0
flat,pareena coban residences,sector 99,1.08,6626.0,3.0,5.0,3,2.0,Relatively New,1750.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0
flat,eldeco accolade,sohna road,0.72,4976.0,2.0,2.0,3+,12.0,Relatively New,1131.0,1.0,0.0,0.0,0.0,0.0,0.0,152.0
flat,imperia the esfera,sector 37,0.99,5455.0,3.0,4.0,3,9.0,Relatively New,1660.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,bestech park view city,sector 48,4.25,9335.0,4.0,5.0,3+,14.0,Moderately Old,4120.0,1.0,0.0,0.0,0.0,0.0,1.0,81.0
flat,godrej,sector 79,1.18,8532.0,2.0,2.0,3,7.0,Relatively New,1252.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0
flat,vipul lavanya,sector 81,1.28,7175.0,3.0,3.0,3,1.0,Moderately Old,1982.0,0.0,1.0,0.0,1.0,0.0,1.0,49.0
flat,pareena mi casa,sector 68,1.1,8835.0,2.0,2.0,3,11.0,New Property,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
flat,dlf wellington estate,sector 43,2.09,14615.0,3.0,3.0,2,11.0,Old Property,1294.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0
flat,silverglades the melia,sohna road,0.78,5778.0,2.0,2.0,3,9.0,Under Construction,1222.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0
flat,tulip violet,sector 69,1.32,8413.0,3.0,3.0,1,12.0,Relatively New,1419.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0
flat,dlf belvedere towers,sector 25,3.4,13765.0,4.0,4.0,3,1.0,Old Property,2744.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0
flat,imperia the esfera,sector 37,0.99,5500.0,3.0,3.0,1,10.0,New Property,1643.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,orchid petals,sector 49,4.21,11836.0,5.0,6.0,3+,14.0,Relatively New,3219.0,0.0,1.0,0.0,1.0,0.0,0.0,35.0
house,independent,sector 26,18.0,39841.0,5.0,4.0,3+,4.0,Moderately Old,4518.0,1.0,1.0,1.0,1.0,0.0,1.0,113.0
flat,pareena mi casa,sector 68,1.1,9016.0,2.0,2.0,3,13.0,New Property,1244.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0
house,independent,sector 50,12.5,40611.0,6.0,5.0,3,4.0,Moderately Old,3078.0,1.0,1.0,0.0,1.0,0.0,1.0,23.0
flat,mapsko paradise,sector 83,0.75,5597.0,3.0,3.0,3,10.0,New Property,1162.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0
flat,experion windchants,sector 112,6.5,10417.0,4.0,5.0,3,11.0,Relatively New,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
flat,dlf the primus,sector 82a,2.25,10714.0,3.0,3.0,3+,29.0,Relatively New,2333.0,0.0,1.0,0.0,0.0,0.0,2.0,72.0
flat,conscient heritage max,sector 102,2.2,10237.0,3.0,4.0,3+,9.0,Moderately Old,1945.0,1.0,1.0,0.0,0.0,0.0,0.0,125.0
house,independent,sector 26,8.9,32963.0,4.0,4.0,3+,2.0,Old Property,2700.0,1.0,1.0,1.0,1.0,0.0,0.0,82.0
house,independent,sector 43,5.3,27390.0,3.0,9.0,3+,3.0,Moderately Old,1935.0,0.0,1.0,0.0,0.0,0.0,1.0,71.0
flat,emaar palm gardens,sector 83,1.8,9474.0,3.0,4.0,0,9.0,Relatively New,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
house,independent,sector 7,1.2,11194.0,2.0,4.0,2,3.0,Old Property,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,kiran residency,sector 56,1.55,6889.0,3.0,3.0,3+,5.0,Moderately Old,1900.0,0.0,1.0,0.0,1.0,0.0,1.0,92.0
flat,signature global park,sohna road,0.65,7908.0,2.0,1.0,2,3.0,New Property,913.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
flat,dlf regal gardens,sector 90,1.24,7066.0,3.0,3.0,3+,9.0,Relatively New,1600.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0
flat,pareena mi casa,sector 68,1.0,8163.0,2.0,2.0,2,16.0,New Property,1361.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0
flat,supertech hues,sector 68,0.93,8611.0,2.0,2.0,2,11.0,New Property,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,citizen apartment,sector 51,3.55,6826.0,5.0,6.0,3+,11.0,Moderately Old,5200.0,1.0,1.0,1.0,1.0,0.0,1.0,157.0
flat,godrej summit,sector 104,1.3,7893.0,3.0,3.0,3,8.0,New Property,1490.0,0.0,0.0,0.0,0.0,1.0,0.0,103.0
flat,indiabulls enigma,sector 110,3.7,10882.0,4.0,5.0,3,7.0,Relatively New,3077.0,0.0,1.0,0.0,0.0,0.0,0.0,156.0
house,vipul tatvam villa,sector 48,5.75,22184.0,4.0,4.0,2,2.0,Moderately Old,2592.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0
flat,krrish provence estate,gwal pahari,7.5,7500.0,5.0,6.0,3+,23.0,Relatively New,9050.0,0.0,1.0,0.0,1.0,1.0,0.0,49.0
flat,godrej summit,sector 104,1.05,5833.0,3.0,4.0,3+,7.0,Relatively New,2000.0,0.0,1.0,0.0,0.0,0.0,1.0,96.0
house,adani brahma samsara,sector 60,18.02,28200.0,9.0,12.0,3+,3.0,Relatively New,6390.0,0.0,1.0,0.0,0.0,0.0,1.0,146.0
flat,emaar mgf palm studios,sector 66,1.45,14796.0,2.0,2.0,3,3.0,Relatively New,1082.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
flat,emaar palm gardens,sector 83,1.75,9211.0,3.0,3.0,3,6.0,Relatively New,1549.0,0.0,1.0,0.0,0.0,0.0,1.0,105.0
house,independent,sector 31,3.5,24155.0,4.0,3.0,3,2.0,Moderately Old,1449.0,0.0,0.0,1.0,0.0,0.0,1.0,81.0
flat,signature global grand iva,sector 103,0.5,6667.0,2.0,2.0,0,10.0,Relatively New,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,indiabulls centrum park,sector 103,1.34,7882.0,3.0,3.0,3+,12.0,Relatively New,1725.0,1.0,1.0,1.0,1.0,0.0,1.0,38.0
house,international city by sobha phase 1,sector 109,6.15,27333.0,5.0,5.0,3+,3.0,Relatively New,2250.0,0.0,1.0,1.0,1.0,0.0,1.0,130.0
flat,bestech park view sanskruti,sector 92,1.5,7812.0,3.0,3.0,3,3.0,Relatively New,1738.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
flat,hcbs sports ville,sohna road,0.29,3973.0,2.0,2.0,1,4.0,Relatively New,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ireo victory valley,sector 67,4.75,13930.0,4.0,4.0,3+,0.0,Relatively New,3200.0,1.0,1.0,1.0,1.0,0.0,1.0,165.0
flat,tulip violet,sector 69,1.7,8458.0,4.0,4.0,2,1.0,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
house,unitech uniworld resorts,sector 33,10.0,20202.0,5.0,6.0,3,4.0,New Property,4950.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0
flat,prime habitat,sector 99,0.32,4658.0,2.0,2.0,1,7.0,Relatively New,601.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,vatika lifestyle homes,sector 83,1.05,5983.0,3.0,3.0,2,14.0,Relatively New,1588.0,1.0,1.0,1.0,1.0,0.0,1.0,174.0
house,iffco nagar and 17b rwa,sector 17,2.98,20566.0,2.0,6.0,3+,3.0,Relatively New,1449.0,1.0,0.0,0.0,1.0,0.0,0.0,78.0
flat,gls avenue 51,sector 92,0.45,7614.0,2.0,2.0,1,10.0,New Property,646.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0
flat,parsvnath exotica,sector 53,4.8,14679.0,3.0,4.0,3+,12.0,New Property,2895.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
house,emaar mgf marbella,sector 66,12.0,37037.0,4.0,4.0,3+,3.0,Relatively New,3240.0,1.0,1.0,1.0,1.0,0.0,1.0,160.0
flat,mapsko casa bella,sector 82,0.86,8121.0,3.0,3.0,3,5.0,Moderately Old,1234.0,1.0,0.0,0.0,0.0,0.0,1.0,120.0
flat,rof ananda,sector 95,0.36,5660.0,2.0,2.0,2,10.0,New Property,717.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0
house,independent,sector 23,2.9,11600.0,4.0,4.0,3,2.0,Relatively New,2500.0,0.0,1.0,0.0,0.0,0.0,1.0,43.0
flat,la lagune,sector 54,6.75,21361.0,4.0,6.0,3+,11.0,Moderately Old,2455.0,0.0,1.0,0.0,0.0,0.0,1.0,119.0
flat,ramsons kshitij,sector 95,0.32,4501.0,2.0,2.0,1,8.0,Relatively New,563.0,0.0,0.0,0.0,0.0,1.0,2.0,28.0
house,independent,sector 40,5.0,21124.0,9.0,9.0,3+,3.0,Relatively New,2367.0,0.0,0.0,0.0,1.0,0.0,1.0,66.0
flat,conscient heritage max,sector 102,2.2,10237.0,3.0,4.0,3+,20.0,Relatively New,1186.0,1.0,1.0,0.0,0.0,0.0,1.0,45.0
flat,vatika city,sector 49,3.6,11921.0,4.0,5.0,3,7.0,Moderately Old,3356.0,0.0,1.0,0.0,1.0,0.0,2.0,15.0
house,signature global city 63a,sector 63,1.5,6289.0,3.0,3.0,2,1.0,New Property,2385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,dlf regal gardens,sector 90,1.79,8081.0,4.0,3.0,3+,10.0,Moderately Old,2461.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
flat,m3m soulitude,sector 89,1.28,8828.0,3.0,3.0,2,4.0,Under Construction,1611.0,1.0,0.0,0.0,0.0,0.0,0.0,114.0
house,independent,sector 46,2.4,2963.0,4.0,4.0,3,3.0,Moderately Old,900.0,0.0,0.0,1.0,0.0,0.0,1.0,44.0
flat,ashiana anmol,sohna road,0.9,7059.0,2.0,2.0,2,8.0,Relatively New,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 7,0.95,21111.0,2.0,1.0,1,3.0,New Property,450.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
flat,vatika city,sector 49,2.64,11723.0,3.0,4.0,3+,2.0,Moderately Old,2252.0,0.0,1.0,0.0,1.0,0.0,1.0,140.0
house,independent,sector 39,15.0,33333.0,5.0,5.0,3+,4.0,Moderately Old,4500.0,0.0,1.0,0.0,0.0,0.0,1.0,27.0
house,independent,sector 26,8.1,35294.0,5.0,5.0,2,4.0,Old Property,2295.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
flat,shree vardhman victoria,sector 70,1.75,8204.0,3.0,5.0,3,7.0,New Property,1527.0,0.0,1.0,0.0,1.0,0.0,0.0,37.0
house,unitech nirvana birch court,sector 50,6.8,31481.0,4.0,4.0,3+,2.0,Old Property,2160.0,1.0,1.0,0.0,1.0,0.0,0.0,105.0
flat,ansal housing highland park,sector 103,0.88,6428.0,2.0,2.0,3,3.0,New Property,1232.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
flat,tulip violet,sector 69,1.68,8350.0,4.0,4.0,2,1.0,Relatively New,1819.0,0.0,0.0,0.0,1.0,0.0,0.0,102.0
house,independent,sector 4,0.5,9259.0,2.0,3.0,2,3.0,Old Property,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sare homes,sector 92,0.56,4730.0,3.0,1.0,3,1.0,Moderately Old,1316.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0
house,independent,sector 14,4.6,20444.0,1.0,1.0,0,1.0,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,tulip violet,sector 69,1.19,8815.0,2.0,3.0,1,0.0,Relatively New,1500.0,1.0,0.0,0.0,0.0,0.0,1.0,174.0
house,independent,sector 105,0.35,7778.0,2.0,2.0,1,2.0,Moderately Old,556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,dlf city plots,sector 26,13.5,29880.0,5.0,5.0,2,2.0,Moderately Old,4518.0,1.0,1.0,0.0,0.0,1.0,1.0,104.0
flat,conscient heritage max,sector 102,1.75,9011.0,3.0,4.0,3+,13.0,Relatively New,1757.0,0.0,1.0,0.0,0.0,0.0,1.0,94.0
flat,m3m capital,sector 113,2.51,14800.0,3.0,3.0,3+,2.0,Under Construction,1696.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0
house,unitech uniworld resorts,sector 33,11.75,23240.0,5.0,7.0,3+,3.0,Relatively New,5056.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0
flat,vatika lifestyle homes,sector 83,1.15,8214.0,3.0,3.0,1,7.0,Moderately Old,1607.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0
flat,signature global synera,sector 81,0.45,7525.0,2.0,2.0,2,6.0,Relatively New,664.0,0.0,0.0,1.0,0.0,0.0,1.0,39.0
flat,experion the heartsong,sector 108,2.28,8204.0,4.0,5.0,3+,8.0,Relatively New,2515.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
house,the laburnum,sector 43,11.0,27160.0,5.0,6.0,3+,3.0,New Property,4050.0,0.0,1.0,0.0,1.0,0.0,1.0,160.0
house,independent,sector 27,4.25,31481.0,5.0,5.0,3+,3.0,Relatively New,1350.0,0.0,1.0,0.0,1.0,0.0,1.0,49.0
house,independent,sector 26,4.6,12198.0,4.0,4.0,3+,2.0,Old Property,3771.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
flat,bestech park view ananda,sector 81,0.87,7952.0,2.0,2.0,3,8.0,Relatively New,1300.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0
flat,godrej nature plus,sector 33,1.9,9850.0,3.0,3.0,3+,14.0,New Property,2143.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0
flat,saan verdante,sector 95,2.0,10178.0,3.0,4.0,3+,5.0,New Property,1964.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
house,independent,sector 24,4.5,33333.0,2.0,8.0,3+,4.0,Relatively New,1350.0,0.0,1.0,1.0,0.0,0.0,1.0,56.0
flat,tulip violet,sector 69,1.4,8838.0,3.0,3.0,2,1.0,Relatively New,1428.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
house,unitech espace,sector 50,7.35,41761.0,4.0,4.0,3+,3.0,Moderately Old,1760.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0
flat,dlf the ultima,sector 81,2.4,11257.0,3.0,3.0,2,10.0,Relatively New,1800.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0
flat,capital residences 360,sector 70a,1.66,8401.0,3.0,3.0,3+,8.0,New Property,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,132.0
flat,vatika boulevard residences and heights,sector 83,1.42,8000.0,3.0,3.0,2,2.0,Relatively New,1972.0,0.0,0.0,0.0,0.0,0.0,1.0,113.0
flat,ansal heights 86,sector 86,0.74,5441.0,2.0,2.0,1,11.0,Under Construction,1231.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0
flat,m3m skycity,sector 65,3.5,17040.0,3.0,3.0,3,15.0,New Property,2282.0,1.0,1.0,0.0,1.0,0.0,1.0,166.0
flat,krishna appartment,sector 12,0.35,3500.0,3.0,3.0,1,2.0,Old Property,905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,raheja vedaanta,sector 108,0.95,5214.0,3.0,3.0,3,3.0,Relatively New,1649.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0
flat,suncity platinum towers,sector 28,7.0,22222.0,4.0,3.0,2,10.0,Moderately Old,2488.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0
flat,umang winter hills,sector 77,0.99,7857.0,2.0,2.0,2,1.0,Relatively New,1126.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0
flat,parsvnath green ville,sector 48,1.86,7654.0,3.0,3.0,3+,6.0,Moderately Old,2199.0,0.0,1.0,0.0,0.0,0.0,1.0,94.0
flat,alpha corp gurgaonone,sector 84,2.2,6407.0,4.0,4.0,3+,15.0,Relatively New,3108.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0
flat,hcbs sports ville,sohna road,0.32,4301.0,2.0,2.0,1,3.0,Relatively New,744.000768,0.0,0.0,0.0,0.0,0.0,0.0,109.0
house,independent,sector 43,8.49,31444.0,3.0,3.0,2,4.0,Relatively New,2700.0,0.0,1.0,0.0,1.0,0.0,1.0,21.0
house,not applicable,sector 4,0.75,11719.0,2.0,4.0,3,2.0,Moderately Old,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,chd avenue,sector 71,1.4,7946.0,3.0,3.0,2,1.0,Moderately Old,1958.0,0.0,0.0,0.0,1.0,0.0,1.0,125.0
flat,supertech araville,sector 79,0.9,6950.0,2.0,2.0,0,12.0,Relatively New,1295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sobha city,sector 108,2.1,13972.0,2.0,2.0,2,3.0,Under Construction,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
flat,emaar mgf palm hills,sector 77,1.65,8462.0,4.0,3.0,3,9.0,Relatively New,1765.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
house,bptp visionnaire,sector 70a,4.6,17625.0,4.0,4.0,3+,3.0,Moderately Old,2610.0,1.0,1.0,1.0,1.0,0.0,0.0,96.0
flat,cghs airport apartment,sector 47,1.8,6000.0,4.0,4.0,3+,4.0,Moderately Old,2857.0,0.0,0.0,1.0,0.0,0.0,1.0,120.0
house,independent,sector 54,3.75,26042.0,4.0,4.0,3,3.0,Moderately Old,1440.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0
flat,godrej summit premia towers,sector 104,0.9,7149.0,2.0,2.0,0,16.0,Relatively New,1259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,emaar mgf emerald estate,sector 65,1.42,13922.0,2.0,2.0,2,6.0,Relatively New,1010.0,1.0,0.0,0.0,0.0,0.0,1.0,174.0
flat,piedmont taksila heights,sector 37,1.05,4792.0,3.0,3.0,3,7.0,Relatively New,1738.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0
flat,paras dews,sector 106,1.2,6818.0,3.0,4.0,3+,9.0,Relatively New,1186.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,la vida by tata housing,sector 113,3.05,15561.0,3.0,4.0,3,3.0,Relatively New,2150.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,emaar mgf the palm drive,sector 66,4.6,18400.0,3.0,3.0,3,11.0,Relatively New,2882.0,1.0,1.0,1.0,1.0,0.0,1.0,131.0
flat,dlf express greens,manesar,1.5,6359.0,4.0,5.0,3+,10.0,New Property,2135.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0
house,rattan vihar rajendra park,dwarka expressway,0.85,14167.0,1.0,5.0,3+,4.0,New Property,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,unitech uniworld resorts,sector 33,8.0,17778.0,6.0,5.0,3+,4.0,Relatively New,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,shree vardhman victoria,sector 70,1.8,9231.0,3.0,3.0,3+,10.0,New Property,1765.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0
house,independent,sector 14,3.4,15111.0,3.0,3.0,3,1.0,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
