title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Na Tum Jaano Na Hum,tt0248216,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/NaTumJaanoNaHum.jpg/280px-NaTumJaanoNaHum.jpg,https://en.wikipedia.org/wiki/Na_Tum_Jaano_Na_Hum,Na Tum Jaano Na Hum,Na Tum Jaano Na Hum,0,2002,158,Comedy|Drama|Musical,5.0,2553,Esha and Rahul start a letter based friendship that blossoms into love. They don't exchange names or pictures. Her parents would like Esha to marry Akshay who's eager to tie the knot  so Esha is forced to make a decision...,A romantically inclined couple decide to get to know each other through letters without disclosing their identities.,Sometimes you just leave it to God...,Saif Ali Khan|Hrithik Roshan|Esha Deol|Alok Nath|Smita Jaykar|Anang Desai|Achla Sachdev|Shilarna Vaze|Rajshree Solanki|Sonali Kapadia|Bhavna Ruparel|Umesh Karia|Amir Zadey|Rakhi Sawant|,1 win,10 May 2002 (India)
Pitaah,tt0305455,,https://en.wikipedia.org/wiki/Pitaah,Pitaah,Pitaah,0,2002,126,Action|Drama,6.4,647,Thakur Avadh Narayan Singh rules Shekhapur village.Due to his fear villagers don't dare to go against him for his wrong doings.His son Bhola and Bacchu are also to follow his part who spend their time in drinking and on girls.Rudra is a poor farmer living a happy life with is wife Paro and three children Durga Luv and Kush.Bhola and Bacchu once go to attend Mujra and cant get their way with the woman.On their way they see 9 year old Durga and rape her.While he evidence are all against them the Sr Doctor prepare's his report and Inspector Ramnarayan Bhardwaj also finds evidence to arrest Bhola and Bacchu.The lawyer fighting the case bribe's the Sr Doctor and Ramnarayan Bhardwaj to tamper the evidence.Paro then convinces Rudra to take matters in his own hands as law cant give them justice.,Thakur Avadh Narayan Singh rules Shekhapur village.Due to his fear villagers don't dare to go against him for his wrong doings.His son Bhola and Bacchu are also to follow his part who spend...                    ,Never try a father's patience,Sanjay Dutt|Nandita Das|Sachin Khedekar|Tanvi Hegde|Sagar Thawani|Samrat Thawani|Anjan Srivastav|Sacheen Suvarna|Viineet Kumar|Dinesh Anand|Mita Vasisht|Atul Kale|Nilesh Diwekar|Om Puri|,,4 January 2002 (India)
Om Jai Jagadish,tt0327071,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Om_Jai_Jagadish.jpg/220px-Om_Jai_Jagadish.jpg,https://en.wikipedia.org/wiki/Om_Jai_Jagadish,Om Jai Jagadish,Om Jai Jagadish,0,2002,172,Drama|Musical,5.5,1713,Widowed Mrs. Saraswati Batra (Waheeda Rehman) has brought up three sons with a lot of care and love. Her eldest son Om (Anil Kapoor) is very honest and diligent; her two other sons Jai (Fardeen Khan)  and Jagdish (Abhishek Bachchan) also live in the same house. Om looks after the family  and also looks after the business and the estate. Jai's interest is fast cars  and to the much disappointment of his family  decides to re-locate the United States of America  and gets married to a rich and snobish girl  Neetu (Urmilla Matondkar). Her mother (Lilette Dubey) strongly disapproves of Jai  and vehemently  though in vain  opposes the marriage. To make matters worse  Jai gets a job in the U.S. in a vehicle junkyard  much to the horror of his wife and his family. Jai must use this junkyard so that he can make the fastest car in the world. Jagdish is the spoiled brat of the family. He gets into trouble with the law  when he starts hacking computer data. This brings shame on the entire family ...,Widowed Mrs. Saraswati Batra (Waheeda Rehman) has brought up three sons with a lot of care and love. Her eldest son Om (Anil Kapoor) is very honest and diligent; her two other sons Jai (...                    ,A prayer for togetherness,Waheeda Rehman|Anil Kapoor|Fardeen Khan|Abhishek Bachchan|Mahima Chaudhry|Urmila Matondkar|Tara Sharma|Parmeet Sethi|Annu Kapoor|Rakesh Bedi|Raju Kher|Lillete Dubey|Shishir Sharma|Arun Bali|,,8 July 2002 (India)
Nishad (2002 film),tt0323415,,https://en.wikipedia.org/wiki/Nishad_(2002_film),Nishad,Nishad,0,2002,118,Drama,5.7,6,A mistaken call from a young boy who is trying to reach his mother disrupts the peace of a couple  Gopi and Sati.,A mistaken call from a young boy who is trying to reach his mother disrupts the peace of a couple  Gopi and Sati.,,Rajit Kapoor|Archana|Geshe Thupten-Phelgyei|Master Jhang|Dominique de Gasquet|,,Drama
Pyaar Diwana Hota Hai,tt0274019,https://upload.wikimedia.org/wikipedia/en/7/71/Pyaar_Diwana_Hota_Hai.jpg,https://en.wikipedia.org/wiki/Pyaar_Diwana_Hota_Hai,Pyaar Diwana Hota Hai,Pyaar Diwana Hota Hai,0,2002,148,Drama|Romance,3.9,284,Naive  easily influenced and illiterate Sunder re-locates from a village to the city. His attempts to woo girls are mocked  and he is ignored and made fun of by his room-mates. One day he befriends an NRI  Payal Khurana  who thinks he is disabled and dumb. She feels sorry for him and decides to assist him get his voice back - albeit in vain. Sunder is thrilled at the attention he is getting  and decides to continue to pull wool over her eyes to be near her. The question remains how long will he continue to fool her?,A villager pretends to be disabled in order to be near an NRI (Non-Resident Indian).,,Rani Mukerji|Govinda|Om Puri|Laxmikant Berde|Kishore Anand Bhanushali|Farida Jalal|Apoorva Agnihotri|Deepak Tijori|Johnny Lever|Rambha|Navin Nischol|Smita Jaykar|Pramod Moutho|Udam Singh|,,26 April 2002 (India)
Pyaasa (2002 film),tt0335592,https://upload.wikimedia.org/wikipedia/en/thumb/9/98/Pyaasa1.jpg/220px-Pyaasa1.jpg,https://en.wikipedia.org/wiki/Pyaasa_(2002_film),Pyaasa,Pyaasa,0,2002,137,Drama,3.5,87,Suraj Thakur (Aftab Shivdasani) is one of three children in the Thakur household. He has a brother  Prem (Zulfi Sayed)  and a sister  Suman (Saadhika). Suraj does not measure up to his dad's (Govind Namdeo) expectations and is often spoken to at home. Suraj wants to be rich quick  and marry one of the most beautiful girls in the world. His dreams become reality when he meets with Sheetal (Yukta Mookhey)  who is a multi-millionaire business-woman. Though Suraj has no affection for Sheetal  he decides he can get really wealthy if he marries Sheetal. But Sheetal spurns him  and as a result Suraj spins a web of deception that forces Sheetal to marry him  and at the same time  teach his father a lesson for criticising him all the time. But Suraj is in for a surprise  as fate has other plans for him.,Suraj Thakur (Aftab Shivdasani) is one of three children in the Thakur household. He has a brother  Prem (Zulfi Sayed)  and a sister  Suman (Saadhika). Suraj does not measure up to his ...                    ,,Aftab Shivdasani|Zulfi Sayed|,,11 October 2002 (India)
Shaheed-E-Azam,tt4063584,,https://en.wikipedia.org/wiki/Shaheed-E-Azam,Shaheed-E-Azam,Shaheed-E-Azam,0,2002,173,Biography|Drama|History,6.8,13,The film  based upon the life of Shaheed Bhagat Singh  caused some controversy as the Punjab and Haryana High Court issued a notice to the producers calling for a ban of the movie.It was released in 2002. In the same year two other movies on Bhagat Singh were also released named '23d march 1931 Shaheed' and 'The Legend of Bhagat Singh'.,The film  based upon the life of Shaheed Bhagat Singh  caused some controversy as the Punjab and Haryana High Court issued a notice to the producers calling for a ban of the movie.It was ...                    ,,Sonu Sood|Manav Vij|,1 nomination,31 May 2002 (India)
Road (film),tt0315632,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Road_poster.jpg/220px-Road_poster.jpg,https://en.wikipedia.org/wiki/Road_(2002_film),Road,Road,0,2002,134,Thriller,5.6,1099,Arvind Chauhan (Vivek Oberooi) and Lakhsmi (Antara Mali) are in love with each other. Lakhsmi's dad  a senior police inspector  hates Arvind  and so Arvind and Lakshmi decide to elope and get married. On the way they allow Babu  a stranded motorist  to ride with them. After a short while  Babu irritates both of them and they ask him to leave  instead Babu draws a gun  and asks Arvind to get out  and drives away with Lakhsmi. Arvind  with the help of a truck-driver  Inderpal (Makrand Deshpande)  catches up with Babu  and Babu runs away. Arvind files a police report  and they proceed on their way. That's when they find Babu in the back of their vehicle  angry and resentful  and this time determined to have his way with them...,A couple decide to pick up a hitchhiker  but he ends up being a psychotic stalker who puts in them in danger.,Drive carefully,Manoj Bajpayee|Vivek Oberoi|Antara Mali|Sayaji Shinde|Makrand Deshpande|Rajpal Yadav|Vijay Raaz|Ganesh Yadav|Raj Zutshi|Rajnish Thakur|Mithilesh Chaturvedi|Vidya Phadnis|Ganesh Acharya|,1 win & 2 nominations,27 September 2002 (USA)
Shakti: The Power,tt0331639,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Shakti_The_Power.jpg/220px-Shakti_The_Power.jpg,https://en.wikipedia.org/wiki/Shakti_-_The_Power,Shakthi: The Power,Shakthi: The Power,0,2002,170,Action|Drama,6.0,4340,Settled in Canada  of Indian origin  Nandini and Shekhar live a fairly harmoniously and busy lifestyle with their young child. While Nandini has family in Canada  Shekhar has no one to call his own. Then one day there is breaking news of violence in India  and that's when Shekhar asks Nandini to accompany him to India as he fears that his parents may have been in killed. Nandini is shocked to find out that Shekhar does have family  but had never discussed this with her  nevertheless she accompanies him. Upon arrival  they are greeted by Shekhar's uncle and cousin  and it is then that this young couple learn that they have entered a war between the two families - a war that they and their child may not survive.,A couple visits the husband's family in India and finds itself in the middle of a fratricidal battle.,Story of a spirited woman whose child was taken away,Karisma Kapoor|Nana Patekar|Sanjay Kapoor|Jai Gidwani|Shah Rukh Khan|Deepti Naval|Aishwarya Rai Bachchan|Vijay Raaz|Tiku Talsania|Jaspal Bhatti|,2 nominations,20 September 2002 (India)
Shararat (2002 film),tt0284479,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Shararat_2002.jpg/220px-Shararat_2002.jpg,https://en.wikipedia.org/wiki/Shararat_(2002_film),Shararat,Shararat,0,2002,155,Comedy|Drama|Family,4.6,420,Niranjan and Nandini Khanna are very wealthy and live a luxurious life. They have an only son  Rahul Khanna  who has nothing but time on his hands and is bent upon getting into mischief and trouble with the law by racing in his sports car with his close buddies. Usually  he finds his way out by bribing traffic cops. Rahul's luck runs out one time when he wrecks several vehicles while speeding. This time the offense is too serious and he is arrested. DCP Bhosle wants Rahul to do time  but reporter Neha Sengupta wants a unique punishment for Rahul: to do community service in an home for senior citizens. Judge K.R.P. Murthy likes the idea of this unique sentence  and sentences an unrepenting Rahul to a senior citizen's home out in the country. Nandini would prefer that Rahul do the time  and has no reservations of him serving this sentence. Sparks fly when Rahul is introduced to the residents of the senior citizens' home. He refuses to assist anyone  until Prajapati  one of the residents...,A miscreant who commits a misdemeanor is sentenced to do community service in an old-folks home.,,Abhishek Bachchan|Hrishitaa Bhatt|Amrish Puri|Mohnish Bahl|Helen|Om Puri|Ashish Vidyarthi|A.K. Hangal|Tinnu Anand|Daisy Irani|Dara Singh|Shubha Khote|Viju Khote|Navni Parihar|,,12 July 2002 (India)
The Legend of Bhagat Singh,tt0319736,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/The_Legend_of_Bhagat_Singh.jpg/220px-The_Legend_of_Bhagat_Singh.jpg,https://en.wikipedia.org/wiki/The_Legend_of_Bhagat_Singh,The Legend of Bhagat Singh,The Legend of Bhagat Singh,0,2002,155,Action|Biography|Drama,8.1,13455,Bhagat was born in British India during the year 1908. As a child he witnessed numerous atrocities committed on fellow Indians by their British rulers  who came to trade under the guise of the East India Company  but ended up controlling most of the nation  and permitting tyrants such as General Dyer to massacre thousands of innocent men  women and children in Jallianwala Baug. As a child he was impressed by Mohandas K. Gandhi  especially his call to launch the non-cooperation movement  which led to thousands of people burning British-made clothing  giving up schools  & college studies  and government jobs - only to be let down by Gandhi himself when he called off the movement. Undaunted  Bhagat decided to be a revolutionary  starting with getting into petty fights  then as a grown-up joining the Hindustan Republic Association. When Lala Lajpat Rai was beaten to death by the police  Bhagat  along with Shivram Rajguru  Sukhdev  and others daringly carried out the assassination of a ...,The story of a young revolutionary who raised an armed resistance against the British rule in India.,,Ajay Devgn|Sushant Singh|D. Santosh|Akhilendra Mishra|Raj Babbar|Farida Jalal|Amrita Rao|Mukesh Tiwari|Surendra Rajan|Saurabh Dubey|Swaroop Kumar|Arun Patwardhan|Kenneth Desai|Sitaram Panchal|,11 wins & 5 nominations,7 June 2002 (India)
Tumko Na Bhool Paayenge,tt0310254,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Tumko.jpg/200px-Tumko.jpg,https://en.wikipedia.org/wiki/Tumko_Na_Bhool_Paayenge,Tumko Na Bhool Paayenge,Tumko Na Bhool Paayenge,0,2002,160,Action|Mystery|Romance,5.6,2384,Ali  his younger brother  Azaan alias Munna  his girlfriend  Mehak and childhood friend  Inder Saxena hangs out. Ali and Inder are marks-man target shooters who never misses their aim which over the years yield them many medals. This also makes them popular among the people of Mumbai city so much that they are approach by the police Commissioner  M.K. Sharma  to carry out shoot at sight missions for all underworld dons with a fee of R.S.25 000 but they refuses - only to change their mind when an acquaintance  Rahim Chacha is murdered. When the Chief Minister is shot and killed; the police turn their suspension towards Ali where-by he is shot. Fortunately; luck favors him when a couple from Rajgardh  Kunal Singh Thakur and his wife  Geeta rescues and bring him back to consciousness albeit with memory loss. However  he manages to regain his memory when he meets someone from his past and must now go about a quest to find out how he was involve in the killing of the Chief Minister.,An amnesiac Hindu man remembers his past as a Muslim sharpshooter and an assassin.,,Salman Khan|Sushmita Sen|Dia Mirza|Sharat Saxena|Pankaj Dheer|Mukesh Rishi|Gajendra Chouhan|Anjan Srivastav|Alok Nath|Razak Khan|Rajpal Yadav|Sumeet Pathak|Nishigandha Wad|Gargi Patel|,,24 February 2002 (India)
